baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_name.84	gene_type.84	chr.84	start.84	stop.84	loc.84	Gene	gene_type.107	chr	start	stop.107	loc.107	gene_id.107
UBE2Z	2482.19906092057	-0.239442093880756	0.174686315763886	-1.3706974861408	0.170469278804522	0.506484413362744	ENSG00000159202	UBE2Z	protein_coding	chr17	48908369	48929056	chr17:48908369	UBE2Z	protein_coding	chr17	48908407	48929056	chr17:48908407	ENSG00000159202
UBE3A	2803.25806479244	0.0722671946047073	0.147409202947377	0.490248866147832	0.6239578057302	0.855602616324061	ENSG00000114062	UBE3A	protein_coding	chr15	25333728	25439056	chr15:25333728	UBE3A	protein_coding	chr15	25333728	25439051	chr15:25333728	ENSG00000114062
UBE3B	2008.41970614792	-0.110752698416923	0.082767047621732	-1.33812551733261	0.180855523843789	0.520797571701907	ENSG00000151148	UBE3B	protein_coding	chr12	109477402	109536705	chr12:109477402	UBE3B	protein_coding	chr12	109477402	109536705	chr12:109477402	ENSG00000151148
UBE3C	3083.98226752007	-0.142648815195247	0.0721579884016892	-1.97689567510044	0.0480534237992443	0.285118892641777	ENSG00000009335	UBE3C	protein_coding	chr7	157138913	157269372	chr7:157138913	UBE3C	protein_coding	chr7	157138916	157269370	chr7:157138916	ENSG00000009335
UBE3D	144.957759477537	-0.269672252259245	0.198258280583046	-1.36020675386765	0.17376450591762	0.511345297898485	ENSG00000118420	UBE3D	protein_coding	chr6	82892398	83065841	chr6:82892398	UBE3D	protein_coding	chr6	82892390	83065841	chr6:82892390	ENSG00000118420
UBE4A	2946.20905336481	-0.0108949264261051	0.139570840742745	-0.0780601905679318	0.937780173851962	0.979991450417738	ENSG00000110344	UBE4A	protein_coding	chr11	118359585	118399211	chr11:118359585	UBE4A	protein_coding	chr11	118359600	118399211	chr11:118359600	ENSG00000110344
UBE4B	1946.74030630296	-0.0847333790872297	0.0723620190142177	-1.17096482715029	0.241612915392027	0.591016571407867	ENSG00000130939	UBE4B	protein_coding	chr1	10032832	10181239	chr1:10032832	UBE4B	protein_coding	chr1	10032832	10181239	chr1:10032832	ENSG00000130939
UBFD1	973.650616124432	0.00531567846162993	0.0987177744567004	0.0538472275219443	0.957056881953247	0.985421913126981	ENSG00000103353	UBFD1	protein_coding	chr16	23557362	23574389	chr16:23557362	UBFD1	protein_coding	chr16	23557721	23574389	chr16:23557721	ENSG00000103353
UBIAD1	1541.91652017425	-0.156626873793012	0.2056681818039	-0.761551312503713	0.446327842667555	0.756716238681739	ENSG00000120942	UBIAD1	protein_coding	chr1	11273206	11296049	chr1:11273206	UBIAD1	protein_coding	chr1	11273198	11296049	chr1:11273198	ENSG00000120942
UBL3	2344.34109937191	-0.146859248912703	0.151987092949661	-0.966261319053876	0.333913436342534	0.674587901835636	ENSG00000122042	UBL3	protein_coding	chr13	29764371	29850684	chr13:29764371	UBL3	protein_coding	chr13	29764371	29850617	chr13:29764371	ENSG00000122042
UBL5	1139.19652320807	-0.128900143461969	0.24647083668218	-0.522983348444518	0.600985841039407	0.8458229375159	ENSG00000198258	UBL5	protein_coding	chr19	9827892	9830115	chr19:9827892	UBL5	protein_coding	chr19	9827892	9830115	chr19:9827892	ENSG00000198258
UBL7	791.424505414147	-0.198615904392236	0.244978526865212	-0.810748219175614	0.417510276229987	0.737060421963974	ENSG00000138629	UBL7	protein_coding	chr15	74445977	74461182	chr15:74445977	UBL7	protein_coding	chr15	74445977	74461182	chr15:74445977	ENSG00000138629
UBLCP1	701.040794900245	-0.0374347087958339	0.167097922145957	-0.22402857148119	0.822735071371456	0.93978292575625	ENSG00000164332	UBLCP1	protein_coding	chr5	159263081	159286040	chr5:159263081	UBLCP1	protein_coding	chr5	159263290	159286036	chr5:159263290	ENSG00000164332
UBN1	2818.15312773075	0.0219003424982356	0.12059229385859	0.181606484108483	0.855891559891082	0.952323180240366	ENSG00000118900	UBN1	protein_coding	chr16	4846665	4882360	chr16:4846665	UBN1	protein_coding	chr16	4846665	4882401	chr16:4846665	ENSG00000118900
UBN2	1667.85296054006	-0.219516001947962	0.137858700251517	-1.59232606681671	0.11131145886167	0.419870369480363	ENSG00000157741	UBN2	protein_coding	chr7	139230356	139308236	chr7:139230356	UBN2	protein_coding	chr7	139230356	139308236	chr7:139230356	ENSG00000157741
UBOX5	778.302287032014	0.0948947786408877	0.145040239105918	0.654265183412925	0.512940972757623	0.79858929340769	ENSG00000185019	UBOX5	protein_coding	chr20	3107573	3160196	chr20:3107573	UBOX5	protein_coding	chr20	3107573	3160196	chr20:3107573	ENSG00000185019
UBOX5-AS1	85.058780352935	0.465006284741204	0.130970287176945	3.55047159752324	0.000384541626352244	0.0216862577296153	ENSG00000235958	UBOX5-AS1	antisense	chr20	3106913	3150867	chr20:3106913	UBOX5-AS1	lncRNA	chr20	3106913	3150867	chr20:3106913	ENSG00000235958
UBP1	4726.65280909843	0.0130553466353093	0.106748776165773	0.122299731240341	0.902661644840659	0.969871249843334	ENSG00000153560	UBP1	protein_coding	chr3	33388336	33441371	chr3:33388336	UBP1	protein_coding	chr3	33388336	33441371	chr3:33388336	ENSG00000153560
UBQLN1	3617.43959631008	0.106999715159844	0.119339920548376	0.896596165542701	0.369934444906073	0.702453968231359	ENSG00000135018	UBQLN1	protein_coding	chr9	83659963	83708203	chr9:83659963	UBQLN1	protein_coding	chr9	83659968	83707958	chr9:83659968	ENSG00000135018
UBQLN4	1454.17190253789	-0.210992839475921	0.202727243366597	-1.04077200465049	0.297981375907971	0.643946279425028	ENSG00000160803	UBQLN4	protein_coding	chr1	156035301	156053794	chr1:156035301	UBQLN4	protein_coding	chr1	156035299	156053798	chr1:156035299	ENSG00000160803
UBR1	2035.88889170839	0.411035728879138	0.198995027606821	2.06555778715874	0.0388702537800861	0.257807087821545	ENSG00000159459	UBR1	protein_coding	chr15	42942897	43106113	chr15:42942897	UBR1	protein_coding	chr15	42942897	43106113	chr15:42942897	ENSG00000159459
UBR2	3923.13184935802	0.240458700375171	0.129378754226255	1.8585640417797	0.0630889579411253	0.324058691848759	ENSG00000024048	UBR2	protein_coding	chr6	42564062	42693504	chr6:42564062	UBR2	protein_coding	chr6	42564029	42693505	chr6:42564029	ENSG00000024048
UBR3	2047.90919869169	0.248378892478982	0.172866396720094	1.43682576366278	0.150767507869223	0.480573865441253	ENSG00000144357	UBR3	protein_coding	chr2	169827458	170084131	chr2:169827458	UBR3	protein_coding	chr2	169827454	170084131	chr2:169827454	ENSG00000144357
UBR4	11733.8318936846	-0.144748431252388	0.0817459615239351	-1.7707104859242	0.076608857852646	0.354391697366722	ENSG00000127481	UBR4	protein_coding	chr1	19074506	19210276	chr1:19074506	UBR4	protein_coding	chr1	19074510	19210266	chr1:19074510	ENSG00000127481
UBR5	5262.96091029936	0.0562324981080361	0.161981275520288	0.347154311061053	0.728475393263313	0.903132567770513	ENSG00000104517	UBR5	protein_coding	chr8	102253012	102412841	chr8:102253012	UBR5	protein_coding	chr8	102252273	102412759	chr8:102252273	ENSG00000104517
UBR7	974.722107178159	-0.33414962962481	0.148745459858767	-2.24645263083715	0.0246750304192122	0.207408433857956	ENSG00000012963	UBR7	protein_coding	chr14	93207056	93229215	chr14:93207056	UBR7	protein_coding	chr14	93207241	93229215	chr14:93207241	ENSG00000012963
UBTD2	157.707639985993	-0.617243318197666	0.154098265244687	-4.0055176300497	6.18818178861525e-05	0.00756811419106362	ENSG00000168246	UBTD2	protein_coding	chr5	172209640	172284071	chr5:172209640	UBTD2	protein_coding	chr5	172209646	172283764	chr5:172209646	ENSG00000168246
UBTF	8779.3480651622	0.00199940640741158	0.157801837904041	0.0126703619803682	0.989890784282472	0.996698752553195	ENSG00000108312	UBTF	protein_coding	chr17	44205033	44221626	chr17:44205033	UBTF	protein_coding	chr17	44205033	44221626	chr17:44205033	ENSG00000108312
UBXN1	4089.12688100161	0.051985739411367	0.222842311995074	0.233284868326604	0.81554020781683	0.937105239544749	ENSG00000162191	UBXN1	protein_coding	chr11	62676498	62679117	chr11:62676498	UBXN1	protein_coding	chr11	62676498	62679117	chr11:62676498	ENSG00000162191
UBXN11	1182.10935709509	-0.13232011717693	0.179321630666777	-0.737892671870765	0.460579672446647	0.765955369201228	ENSG00000158062	UBXN11	protein_coding	chr1	26281328	26318363	chr1:26281328	UBXN11	protein_coding	chr1	26281328	26318363	chr1:26281328	ENSG00000158062
UBXN2A	1015.78059235452	0.198083957398706	0.109118981858337	1.81530247098409	0.0694774394834661	0.338960389494035	ENSG00000173960	UBXN2A	protein_coding	chr2	23927285	24004909	chr2:23927285	UBXN2A	protein_coding	chr2	23927285	24004909	chr2:23927285	ENSG00000173960
UBXN2B	904.06393584043	-0.21931417805947	0.121586089677993	-1.80377688467734	0.0712662909471288	0.343379760255438	ENSG00000215114	UBXN2B	protein_coding	chr8	58411264	58451501	chr8:58411264	UBXN2B	protein_coding	chr8	58411359	58451501	chr8:58411359	ENSG00000215114
UBXN4	4325.2939152233	0.170358988341223	0.125273669264744	1.35989461585258	0.173863275053302	0.511474517766016	ENSG00000144224	UBXN4	protein_coding	chr2	135741619	135785055	chr2:135741619	UBXN4	protein_coding	chr2	135741734	135785056	chr2:135741734	ENSG00000144224
UBXN6	2086.27023893744	0.13323126868657	0.228926725178507	0.581982154257798	0.560578701414505	0.824764235305959	ENSG00000167671	UBXN6	protein_coding	chr19	4444999	4457822	chr19:4444999	UBXN6	protein_coding	chr19	4444999	4457794	chr19:4444999	ENSG00000167671
UBXN7	4100.70464207935	0.202006805052158	0.154035005045049	1.31143440410236	0.189711041764587	0.532841003578052	ENSG00000163960	UBXN7	protein_coding	chr3	196347662	196432474	chr3:196347662	UBXN7	protein_coding	chr3	196347662	196432430	chr3:196347662	ENSG00000163960
UBXN7-AS1	17.8899931705946	0.417570263310858	0.302526752982593	1.38027549363506	0.167501837406956	0.502815672452361	ENSG00000225822	UBXN7-AS1	antisense	chr3	196431385	196432530	chr3:196431385	UBXN7-AS1	lncRNA	chr3	196431385	196432530	chr3:196431385	ENSG00000225822
UBXN8	110.813070458595	-0.16774787264126	0.15778607676232	-1.06313482205369	0.287720814885806	0.633240893303211	ENSG00000104691	UBXN8	protein_coding	chr8	30732247	30767006	chr8:30732247	UBXN8	protein_coding	chr8	30729131	30767006	chr8:30729131	ENSG00000104691
UCHL3	264.567825052446	-0.109509065239519	0.115809419470342	-0.945597221196356	0.344354062111827	0.683918633626095	ENSG00000118939	UCHL3	protein_coding	chr13	75549480	75606020	chr13:75549480	UCHL3	protein_coding	chr13	75549480	75606020	chr13:75549480	ENSG00000118939
UCHL5	726.127687476731	-0.0463673126024154	0.16282090674153	-0.284774931735401	0.775816578927304	0.922162876214709	ENSG00000116750	UCHL5	protein_coding	chr1	193012250	193060080	chr1:193012250	UCHL5	protein_coding	chr1	193012250	193060080	chr1:193012250	ENSG00000116750
UCK1	770.576691850077	-0.0275534540481164	0.20895501231229	-0.131863092170945	0.895092581833849	0.966985225198233	ENSG00000130717	UCK1	protein_coding	chr9	131523801	131531268	chr9:131523801	UCK1	protein_coding	chr9	131523801	131531264	chr9:131523801	ENSG00000130717
UCK2	44.5344704378492	-0.900062129933257	0.199207648073653	-4.51821071448258	6.23644048377921e-06	0.0017889589322364	ENSG00000143179	UCK2	protein_coding	chr1	165827531	165911618	chr1:165827531	UCK2	protein_coding	chr1	165827614	165911618	chr1:165827614	ENSG00000143179
UCKL1	1128.00455223421	0.0463314376968224	0.181424504912769	0.255375852997913	0.798432819134724	0.930718332201871	ENSG00000198276	UCKL1	protein_coding	chr20	63939829	63956415	chr20:63939829	UCKL1	protein_coding	chr20	63939829	63956416	chr20:63939829	ENSG00000198276
UCKL1-AS1	139.292954035974	0.162570061910133	0.137444743640222	1.18280304946168	0.236887211748035	0.586497707756172	ENSG00000280213	UCKL1-AS1	antisense	chr20	63953384	63956985	chr20:63953384	UCKL1-AS1	lncRNA	chr20	63953384	63956985	chr20:63953384	ENSG00000280213
UCN	33.7196512029313	-0.330438116756117	0.253966894037468	-1.30110705180088	0.193221814330887	0.537083196252078	ENSG00000163794	UCN	protein_coding	chr2	27307400	27308445	chr2:27307400	UCN	protein_coding	chr2	27307400	27308445	chr2:27307400	ENSG00000163794
UCP2	10307.0924275489	-0.256387005281786	0.21406599421337	-1.19770076617696	0.231033530951851	0.578969394367128	ENSG00000175567	UCP2	protein_coding	chr11	73974667	73983307	chr11:73974667	UCP2	protein_coding	chr11	73974672	73982843	chr11:73974672	ENSG00000175567
UCP3	210.554287268466	-0.0265343067819419	0.121445607229631	-0.218487167936593	0.827049555326634	0.941465063475632	ENSG00000175564	UCP3	protein_coding	chr11	74000281	74009435	chr11:74000281	UCP3	protein_coding	chr11	74000277	74009085	chr11:74000277	ENSG00000175564
UEVLD	353.39566863967	-0.0164535152241719	0.121599786360283	-0.135308751081374	0.892367766348107	0.9657902257741	ENSG00000151116	UEVLD	protein_coding	chr11	18529609	18588747	chr11:18529609	UEVLD	protein_coding	chr11	18529609	18588747	chr11:18529609	ENSG00000151116
UFC1	2106.56915413219	-0.0150131835341841	0.15363780726708	-0.0977180278815464	0.922156199889376	0.975487054510309	ENSG00000143222	UFC1	protein_coding	chr1	161152776	161158856	chr1:161152776	UFC1	protein_coding	chr1	161152776	161158856	chr1:161152776	ENSG00000143222
UFL1	1709.60160893777	0.339686134385405	0.182721290803116	1.85903970408911	0.063021510770265	0.323809890965011	ENSG00000014123	UFL1	protein_coding	chr6	96521595	96555276	chr6:96521595	UFL1	protein_coding	chr6	96521595	96555276	chr6:96521595	ENSG00000014123
UFL1-AS1	16.4640745125743	0.601652804148226	0.23501560531413	2.5600546965553	0.0104655690241708	0.132240288309228	ENSG00000233797	UFL1-AS1	antisense	chr6	96358374	96521669	chr6:96358374	UFL1-AS1	lncRNA	chr6	96199840	96521728	chr6:96199840	ENSG00000233797
UFM1	1931.12385984877	0.17394180765074	0.144659883714636	1.20241910323851	0.229201191476466	0.577226019336181	ENSG00000120686	UFM1	protein_coding	chr13	38349849	38363619	chr13:38349849	UFM1	protein_coding	chr13	38349849	38363619	chr13:38349849	ENSG00000120686
UFSP2	318.816938243594	-0.253994623937162	0.137937396735037	-1.84137608762516	0.065566464521538	0.32962593899642	ENSG00000109775	UFSP2	protein_coding	chr4	185399540	185425985	chr4:185399540	UFSP2	protein_coding	chr4	185399537	185425979	chr4:185399537	ENSG00000109775
UGCG	1512.35250198029	0.191707440392005	0.175243281528024	1.09395029995115	0.273976776331355	0.621248666917269	ENSG00000148154	UGCG	protein_coding	chr9	111896766	111935369	chr9:111896766	UGCG	protein_coding	chr9	111896814	111935369	chr9:111896814	ENSG00000148154
UGDH	217.842895590259	-0.729936211584586	0.208281145795292	-3.50457171145967	0.000457342377850619	0.0239366581726623	ENSG00000109814	UGDH	protein_coding	chr4	39498755	39528311	chr4:39498755	UGDH	protein_coding	chr4	39498755	39528311	chr4:39498755	ENSG00000109814
UGDH-AS1	2509.71474415376	0.17669047841172	0.168002036410454	1.05171628979567	0.292929734977331	0.637834667803716	ENSG00000249348	UGDH-AS1	antisense	chr4	39528019	39594707	chr4:39528019	UGDH-AS1	lncRNA	chr4	39527720	39594707	chr4:39527720	ENSG00000249348
UGGT1	4341.32681647987	-0.0958374800870982	0.10314582281848	-0.929145528808831	0.352813672204631	0.69069428984059	ENSG00000136731	UGGT1	protein_coding	chr2	128091200	128195677	chr2:128091200	UGGT1	protein_coding	chr2	128091200	128195677	chr2:128091200	ENSG00000136731
UGP2	2229.691599332	-0.0875641018252118	0.165117128868256	-0.530315070431472	0.595893499534423	0.843324989165581	ENSG00000169764	UGP2	protein_coding	chr2	63840940	63891562	chr2:63840940	UGP2	protein_coding	chr2	63840952	63891562	chr2:63840952	ENSG00000169764
UGT1A1	257.627834580043	0.170852952552167	0.119256166652927	1.43265507644065	0.151956433658967	0.482522295814596	ENSG00000241635	UGT1A1	protein_coding	chr2	233760248	233773299	chr2:233760248	UGT1A1	protein_coding	chr2	233760270	233773300	chr2:233760270	ENSG00000241635
UHMK1	5945.22528905642	-0.061234544776324	0.14151108585423	-0.432719065129649	0.665218877530778	0.876334662782641	ENSG00000152332	UHMK1	protein_coding	chr1	162497251	162529629	chr1:162497251	UHMK1	protein_coding	chr1	162497251	162529631	chr1:162497251	ENSG00000152332
UHRF1	387.351384525203	-0.242454309216468	0.173053799710872	-1.40103430044036	0.161203816292308	0.494722091497625	ENSG00000276043	UHRF1	protein_coding	chr19	4903080	4962154	chr19:4903080	UHRF1	protein_coding	chr19	4903080	4962154	chr19:4903080	ENSG00000276043
UHRF1BP1	1307.72082737254	0.142873047002863	0.110921651347721	1.28805373222384	0.19772725960243	0.542057744680646	ENSG00000065060	UHRF1BP1	protein_coding	chr6	34792015	34883138	chr6:34792015	UHRF1BP1	protein_coding	chr6	34792083	34877514	chr6:34792083	ENSG00000065060
UHRF1BP1L	721.195894170897	0.282175578228241	0.155803034952322	1.81110450328898	0.0701246765843693	0.340610465083277	ENSG00000111647	UHRF1BP1L	protein_coding	chr12	100028455	100142848	chr12:100028455	UHRF1BP1L	protein_coding	chr12	100028455	100142874	chr12:100028455	ENSG00000111647
UHRF2	2726.04063337736	0.205031698528317	0.0979834322469299	2.09251394676207	0.0363925654731582	0.249643459590878	ENSG00000147854	UHRF2	protein_coding	chr9	6413151	6507054	chr9:6413151	UHRF2	protein_coding	chr9	6413151	6507054	chr9:6413151	ENSG00000147854
UIMC1	1231.22485621427	-0.107113176951945	0.0922831809883181	-1.16070096202584	0.245763530497365	0.595553846586621	ENSG00000087206	UIMC1	protein_coding	chr5	176905005	177022633	chr5:176905005	UIMC1	protein_coding	chr5	176905005	177022633	chr5:176905005	ENSG00000087206
ULK1	1420.16969859937	0.265111540529559	0.161998131588619	1.63650986545195	0.101732922678513	0.403966229504604	ENSG00000177169	ULK1	protein_coding	chr12	131894651	131923167	chr12:131894651	ULK1	protein_coding	chr12	131894622	131923150	chr12:131894622	ENSG00000177169
ULK2	951.374660380371	0.194090241202893	0.116596872795506	1.66462647367309	0.0959873002733412	0.394814439411911	ENSG00000083290	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ULK2	protein_coding	chr17	19770829	19867936	chr17:19770829	ENSG00000083290
ULK3	2624.3022130557	-0.126604934857256	0.191332758335944	-0.661700254354573	0.508163341678601	0.795551898210417	ENSG00000140474	ULK3	protein_coding	chr15	74836116	74843346	chr15:74836116	ULK3	protein_coding	chr15	74836118	74843346	chr15:74836118	ENSG00000140474
ULK4	406.181331572002	0.0417499104764289	0.205901941407036	0.202765987494483	0.83931794371505	0.945937227483537	ENSG00000168038	ULK4	protein_coding	chr3	41246599	41962430	chr3:41246599	ULK4	protein_coding	chr3	41246599	41962130	chr3:41246599	ENSG00000168038
UMAD1	334.383379473515	0.272728109722125	0.127988873146975	2.13087359093271	0.0330995575890427	0.23789440022572	ENSG00000219545	UMAD1	antisense	chr7	7640711	8004059	chr7:7640711	UMAD1	protein_coding	chr7	7640711	7968020	chr7:7640711	ENSG00000219545
UMPS	763.39422025809	-0.217410819711567	0.147191094609951	-1.47706503771641	0.139658204303101	0.46459373212282	ENSG00000114491	UMPS	protein_coding	chr3	124730366	124749273	chr3:124730366	UMPS	protein_coding	chr3	124730433	124749273	chr3:124730433	ENSG00000114491
